@ NAME             %07s "SQSerrTABLE"
@ TYPE             %04s "USER"
@ TITLE            %20s "FNAL Booster lattice"
@ ORIGIN           %24s "MAD-X 5.01.00 Windows 32"
@ DATE             %08s "24/03/13"
@ TIME             %08s "22.38.54"
*                 TIME               K_SQSerr01               K_SQSerr02               K_SQSerr03               K_SQSerr04               K_SQSerr05               K_SQSerr06               K_SQSerr07               K_SQSerr08               K_SQSerr09               K_SQSerr10               K_SQSerr11               K_SQSerr12               K_SQSerr13               K_SQSerr14               K_SQSerr15               K_SQSerr16               K_SQSerr17               K_SQSerr18               K_SQSerr19               K_SQSerr20               K_SQSerr21               K_SQSerr22               K_SQSerr23               K_SQSerr24 
$                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le 
             15.70100000            -0.00013087             0.00008697            -0.00086734            -0.00000388            -0.00014807            -0.00036913            -0.00016103            -0.00048440             0.00023322            -0.00079169             0.00000129             0.00028174            -0.00025299            -0.00067126             0.00006565             0.00022314            -0.00014355             0.00009089            -0.00024390            -0.00016290             0.00007326            -0.00023446             0.00017115            -0.00030872
             16.50610000            -0.00017751             0.00031006            -0.00091322             0.00002193            -0.00007397            -0.00033871            -0.00012836            -0.00044469             0.00020198            -0.00073796             0.00000255             0.00032010            -0.00019034            -0.00063644            -0.00000936             0.00015265            -0.00022192             0.00027490            -0.00034966            -0.00027153             0.00021796            -0.00012937             0.00022518            -0.00019691
             17.30900000            -0.00007546             0.00043185            -0.00102262             0.00010821             0.00011090            -0.00039069             0.00009758            -0.00026612             0.00021753            -0.00063105             0.00017902             0.00033195            -0.00025374            -0.00056877             0.00001334             0.00037774            -0.00024797             0.00031827            -0.00039611            -0.00033083             0.00021217            -0.00002993             0.00030765            -0.00006330
             19.71060000            -0.00005023             0.00014420            -0.00069558            -0.00032402            -0.00013891            -0.00015124            -0.00060335            -0.00072782            -0.00002286            -0.00130016             0.00022875             0.00007088             0.00004404            -0.00097901            -0.00000201             0.00026998            -0.00006830            -0.00011084            -0.00033207            -0.00029691            -0.00029821            -0.00037258            -0.00041350            -0.00036670
             20.50980000            -0.00046129            -0.00036899            -0.00146318            -0.00037347            -0.00013968            -0.00037198            -0.00072624            -0.00119398             0.00004752            -0.00139543            -0.00028760            -0.00030173            -0.00006375            -0.00095743            -0.00044743            -0.00013802            -0.00054656            -0.00010831            -0.00041703            -0.00006106            -0.00002516            -0.00077796            -0.00032170            -0.00055341
             21.30870100            -0.00021534            -0.00067467            -0.00149148            -0.00038280            -0.00020964            -0.00011788            -0.00091567            -0.00122690             0.00015655            -0.00137718            -0.00039091            -0.00033947            -0.00018995            -0.00107158            -0.00062620            -0.00009169            -0.00039249            -0.00033742            -0.00060180            -0.00026914            -0.00022595            -0.00089914            -0.00036978            -0.00054803
             22.10700000            -0.00018346            -0.00057352            -0.00165014            -0.00038762            -0.00012515             0.00016247            -0.00070501            -0.00094975             0.00034641            -0.00112497            -0.00050977            -0.00017427            -0.00002023            -0.00083949            -0.00041654             0.00000080            -0.00038544            -0.00018143            -0.00051844             0.00009294             0.00008409            -0.00050474            -0.00019699            -0.00020694
             22.90480000            -0.00006420            -0.00064782            -0.00147620            -0.00035013             0.00010598             0.00042923            -0.00048006            -0.00071521             0.00055328            -0.00087255            -0.00017781             0.00003839             0.00001748            -0.00058875            -0.00020825             0.00017928            -0.00027482            -0.00015539            -0.00030142             0.00023304             0.00026828            -0.00024423            -0.00002986             0.00007953
             23.70179900            -0.00013072            -0.00044731            -0.00134602            -0.00025166             0.00039246             0.00035536            -0.00031543            -0.00050091             0.00073915            -0.00061364            -0.00001194             0.00023128             0.00011803            -0.00061725             0.00001782             0.00037741             0.00005124             0.00000803            -0.00023751             0.00029672             0.00058832            -0.00010080             0.00003449             0.00017103
             24.49790000            -0.00012234            -0.00053921            -0.00140549            -0.00043197             0.00064581             0.00047596            -0.00022544            -0.00035452             0.00095760            -0.00055182             0.00010841             0.00023691             0.00017852            -0.00056213            -0.00006939             0.00051499             0.00011829             0.00017309            -0.00018444             0.00033226             0.00063823             0.00007662             0.00002904             0.00048110
             25.29280100            -0.00024613            -0.00045177            -0.00142462            -0.00043074             0.00068080             0.00026419            -0.00024378            -0.00022644             0.00094433            -0.00060310             0.00010495             0.00024041             0.00032073            -0.00043982            -0.00003698             0.00050731             0.00009248            -0.00004884            -0.00039716             0.00026114             0.00068251             0.00015474             0.00008273             0.00036257
             26.08639900            -0.00021371            -0.00042090            -0.00142241            -0.00044177             0.00068223             0.00024831            -0.00019812            -0.00020273             0.00100585            -0.00056451             0.00009523             0.00026585             0.00025414            -0.00054186            -0.00004151             0.00041914             0.00017611             0.00011706            -0.00023583             0.00019310             0.00069872             0.00011276             0.00008845             0.00046131
             26.87870000            -0.00030048            -0.00030882            -0.00140113            -0.00052148             0.00082594             0.00029867            -0.00015739            -0.00006076             0.00117022            -0.00045584             0.00021721             0.00024808             0.00028027            -0.00037206             0.00000616             0.00041534             0.00017323             0.00023048            -0.00025778             0.00037022             0.00082106             0.00022631             0.00005300             0.00045604
             27.66950000            -0.00011704            -0.00048743            -0.00142854            -0.00048653             0.00076258             0.00037998            -0.00013905            -0.00017602             0.00107265            -0.00044973             0.00018424             0.00032952             0.00031182            -0.00036397             0.00002701             0.00054437             0.00001303             0.00018147            -0.00016112             0.00025929             0.00079443             0.00007099             0.00006874             0.00056137
             28.45900000            -0.00006723            -0.00047879            -0.00145214            -0.00044761             0.00074328             0.00025885            -0.00003207            -0.00011306             0.00113638            -0.00034717             0.00020163             0.00036835             0.00031212            -0.00043266            -0.00001982             0.00058149             0.00006779             0.00020982            -0.00016262             0.00034777             0.00074246             0.00013903             0.00005793             0.00054001
             29.24740000            -0.00020575             0.00075743            -0.00089663            -0.00058318            -0.00006754             0.00006442            -0.00057515            -0.00015205             0.00020703            -0.00069261            -0.00016018             0.00031976            -0.00020235            -0.00031826            -0.00005985            -0.00006571            -0.00019223            -0.00012534             0.00062328            -0.00007669             0.00128416            -0.00053572             0.00005087            -0.00008133
