@ NAME             %7s "QLTABLE"
@ TYPE             %04s "USER"
@ TITLE            %20s "FNAL Booster lattice"
@ ORIGIN           %24s "MAD-X 5.01.00 Windows 32"
@ DATE             %08s "24/03/13"
@ TIME             %08s "22.38.54"
*          TIME       I_QL01    I_QL10    I_QL11    I_QL12    I_QL13    I_QL14    I_QL15    I_QL16    I_QL17    I_QL18    I_QL19    I_QL02    I_QL20    I_QL21    I_QL22    I_QL23    I_QL24    I_QL03    I_QL04    I_QL05    I_QL06    I_QL07    I_QL08    I_QL09    
$          %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        
           13.260000  -2.738661e+00   -1.163331e+01   -7.792982e+00   -1.135957e+01   -3.173078e+00   -4.716352e+00   -1.296553e+00   -1.310319e+01   -1.157777e+01   -5.337233e+00   -3.266310e+00   -6.350874e+00   -1.447309e+00   -5.942243e+00   -6.807112e+00   1.307970e+00   -2.526411e+00   -1.218080e+01   -5.446333e+00   -8.786787e+00   -1.705064e+01   -1.057802e+01   -1.006029e+01   -6.935252e-01   
           14.080000  -3.240683e+00   -1.213534e+01   -8.295004e+00   -1.186159e+01   -3.675101e+00   -5.218375e+00   -1.798575e+00   -1.360522e+01   -1.207979e+01   -5.839255e+00   -3.768332e+00   -6.852896e+00   -1.949332e+00   -6.444266e+00   -7.309134e+00   8.059479e-01   -3.028433e+00   -1.268282e+01   -5.948355e+00   -9.288809e+00   -1.755266e+01   -1.108004e+01   -1.056231e+01   -1.195547e+00   
           14.890000  -3.684139e+00   -1.257879e+01   -8.738460e+00   -1.230505e+01   -4.118556e+00   -5.661830e+00   -2.242030e+00   -1.404867e+01   -1.252325e+01   -6.282710e+00   -4.211787e+00   -7.296352e+00   -2.392787e+00   -6.887721e+00   -7.752589e+00   3.624924e-01   -3.471889e+00   -1.312628e+01   -6.391811e+00   -9.732265e+00   -1.799612e+01   -1.152349e+01   -1.100576e+01   -1.639003e+00   
           15.700000  -4.196998e+00   -1.309165e+01   -9.251319e+00   -1.281791e+01   -4.631415e+00   -6.174689e+00   -2.754890e+00   -1.456153e+01   -1.303611e+01   -6.795569e+00   -4.724647e+00   -7.809211e+00   -2.905646e+00   -7.400580e+00   -8.265449e+00   -1.503669e-01   -3.984748e+00   -1.363914e+01   -6.904670e+00   -1.024512e+01   -1.850898e+01   -1.203635e+01   -1.151862e+01   -2.151862e+00   
           16.510000  -4.719724e+00   -1.361438e+01   -9.774046e+00   -1.334064e+01   -5.154142e+00   -6.697416e+00   -3.277616e+00   -1.508426e+01   -1.355884e+01   -7.318296e+00   -5.247373e+00   -8.331938e+00   -3.428373e+00   -7.923307e+00   -8.788175e+00   -6.730936e-01   -4.507475e+00   -1.416186e+01   -7.427397e+00   -1.076785e+01   -1.903171e+01   -1.255908e+01   -1.204135e+01   -2.674589e+00   
           17.310000  -5.399720e+00   -1.429437e+01   -1.045404e+01   -1.402063e+01   -5.834138e+00   -7.377412e+00   -3.957612e+00   -1.576425e+01   -1.423883e+01   -7.998292e+00   -5.927369e+00   -9.011933e+00   -4.108369e+00   -8.603303e+00   -9.468171e+00   -1.353089e+00   -5.187470e+00   -1.484186e+01   -8.107392e+00   -1.144785e+01   -1.971170e+01   -1.323908e+01   -1.272134e+01   -3.354585e+00   
           19.710000  -1.421466e+01   -2.310932e+01   -1.926898e+01   -2.283557e+01   -1.464908e+01   -1.619235e+01   -1.277255e+01   -2.457919e+01   -2.305377e+01   -1.681323e+01   -1.474231e+01   -1.782688e+01   -1.292331e+01   -1.741825e+01   -1.828311e+01   -1.016803e+01   -1.400241e+01   -2.365680e+01   -1.692233e+01   -2.026279e+01   -2.852664e+01   -2.205402e+01   -2.153629e+01   -1.216953e+01   
           20.510000  -1.463181e+01   -2.352646e+01   -1.968613e+01   -2.325272e+01   -1.506622e+01   -1.660950e+01   -1.318970e+01   -2.499634e+01   -2.347092e+01   -1.723038e+01   -1.515945e+01   -1.824402e+01   -1.334045e+01   -1.783539e+01   -1.870026e+01   -1.058517e+01   -1.441956e+01   -2.407394e+01   -1.733948e+01   -2.067993e+01   -2.894379e+01   -2.247116e+01   -2.195343e+01   -1.258667e+01   
           21.310000  -1.499181e+01   -2.388646e+01   -2.004613e+01   -2.361272e+01   -1.542622e+01   -1.696950e+01   -1.354970e+01   -2.535634e+01   -2.383092e+01   -1.759038e+01   -1.551945e+01   -1.860402e+01   -1.370045e+01   -1.819539e+01   -1.906026e+01   -1.094517e+01   -1.477956e+01   -2.443394e+01   -1.769948e+01   -2.103993e+01   -2.930379e+01   -2.283116e+01   -2.231343e+01   -1.294667e+01   
           22.110000  -1.470638e+01   -2.360103e+01   -1.976070e+01   -2.332729e+01   -1.514079e+01   -1.668407e+01   -1.326427e+01   -2.507091e+01   -2.354549e+01   -1.730495e+01   -1.523403e+01   -1.831859e+01   -1.341503e+01   -1.790996e+01   -1.877483e+01   -1.065975e+01   -1.449413e+01   -2.414852e+01   -1.741405e+01   -2.075450e+01   -2.901836e+01   -2.254573e+01   -2.202800e+01   -1.266124e+01   
           22.910000  -1.483417e+01   -2.372882e+01   -1.988849e+01   -2.345508e+01   -1.526859e+01   -1.681186e+01   -1.339206e+01   -2.519870e+01   -2.367328e+01   -1.743274e+01   -1.536182e+01   -1.844638e+01   -1.354282e+01   -1.803775e+01   -1.890262e+01   -1.078754e+01   -1.462192e+01   -2.427631e+01   -1.754184e+01   -2.088230e+01   -2.914615e+01   -2.267352e+01   -2.215579e+01   -1.278903e+01   
           23.700000  -1.480781e+01   -2.370246e+01   -1.986213e+01   -2.342872e+01   -1.524222e+01   -1.678550e+01   -1.336570e+01   -2.517234e+01   -2.364692e+01   -1.740638e+01   -1.533545e+01   -1.842002e+01   -1.351645e+01   -1.801139e+01   -1.887626e+01   -1.076117e+01   -1.459556e+01   -2.424994e+01   -1.751548e+01   -2.085593e+01   -2.911979e+01   -2.264716e+01   -2.212943e+01   -1.276267e+01   
           24.500000  -1.480781e+01   -2.370246e+01   -1.986213e+01   -2.342872e+01   -1.524222e+01   -1.678550e+01   -1.336570e+01   -2.517234e+01   -2.364692e+01   -1.740638e+01   -1.533545e+01   -1.842002e+01   -1.351645e+01   -1.801139e+01   -1.887626e+01   -1.076117e+01   -1.459556e+01   -2.424994e+01   -1.751548e+01   -2.085593e+01   -2.911979e+01   -2.264716e+01   -2.212943e+01   -1.276267e+01   
           25.290000  -1.487781e+01   -2.377246e+01   -1.993213e+01   -2.349872e+01   -1.531222e+01   -1.685550e+01   -1.343570e+01   -2.524234e+01   -2.371692e+01   -1.747638e+01   -1.540545e+01   -1.849002e+01   -1.358645e+01   -1.808139e+01   -1.894626e+01   -1.083117e+01   -1.466556e+01   -2.431994e+01   -1.758548e+01   -2.092593e+01   -2.918979e+01   -2.271716e+01   -2.219943e+01   -1.283267e+01   
           26.090000  -1.487781e+01   -2.377246e+01   -1.993213e+01   -2.349872e+01   -1.531222e+01   -1.685550e+01   -1.343570e+01   -2.524234e+01   -2.371692e+01   -1.747638e+01   -1.540545e+01   -1.849002e+01   -1.358645e+01   -1.808139e+01   -1.894626e+01   -1.083117e+01   -1.466556e+01   -2.431994e+01   -1.758548e+01   -2.092593e+01   -2.918979e+01   -2.271716e+01   -2.219943e+01   -1.283267e+01   
           26.880000  -1.487781e+01   -2.377246e+01   -1.993213e+01   -2.349872e+01   -1.531222e+01   -1.685550e+01   -1.343570e+01   -2.524234e+01   -2.371692e+01   -1.747638e+01   -1.540545e+01   -1.849002e+01   -1.358645e+01   -1.808139e+01   -1.894626e+01   -1.083117e+01   -1.466556e+01   -2.431994e+01   -1.758548e+01   -2.092593e+01   -2.918979e+01   -2.271716e+01   -2.219943e+01   -1.283267e+01   
           27.670000  -1.487781e+01   -2.377246e+01   -1.993213e+01   -2.349872e+01   -1.531222e+01   -1.685550e+01   -1.343570e+01   -2.524234e+01   -2.371692e+01   -1.747638e+01   -1.540545e+01   -1.849002e+01   -1.358645e+01   -1.808139e+01   -1.894626e+01   -1.083117e+01   -1.466556e+01   -2.431994e+01   -1.758548e+01   -2.092593e+01   -2.918979e+01   -2.271716e+01   -2.219943e+01   -1.283267e+01   
           28.460000  -1.493303e+01   -2.382768e+01   -1.998735e+01   -2.355394e+01   -1.536745e+01   -1.691072e+01   -1.349092e+01   -2.529756e+01   -2.377214e+01   -1.753160e+01   -1.546068e+01   -1.854524e+01   -1.364168e+01   -1.813661e+01   -1.900148e+01   -1.088640e+01   -1.472078e+01   -2.437517e+01   -1.764070e+01   -2.098115e+01   -2.924501e+01   -2.277238e+01   -2.225465e+01   -1.288789e+01   
           29.250000  -1.504381e+01   -2.393846e+01   -2.009813e+01   -2.366472e+01   -1.547822e+01   -1.702150e+01   -1.360170e+01   -2.540834e+01   -2.388292e+01   -1.764238e+01   -1.557145e+01   -1.865602e+01   -1.375245e+01   -1.824739e+01   -1.911226e+01   -1.099717e+01   -1.483156e+01   -2.448594e+01   -1.775148e+01   -2.109193e+01   -2.935579e+01   -2.288316e+01   -2.236543e+01   -1.299867e+01   
