@ NAME             %8s "SQLTABLE"
@ TYPE             %04s "USER"
@ TITLE            %20s "FNAL Booster lattice"
@ ORIGIN           %24s "MAD-X 5.01.00 Windows 32"
@ DATE             %08s "24/03/13"
@ TIME             %08s "22.38.54"
*          TIME       I_SQL01    I_SQL10    I_SQL11    I_SQL12    I_SQL13    I_SQL14    I_SQL15    I_SQL16    I_SQL17    I_SQL18    I_SQL19    I_SQL02    I_SQL20    I_SQL21    I_SQL22    I_SQL23    I_SQL24    I_SQL03    I_SQL04    I_SQL05    I_SQL06    I_SQL07    I_SQL08    I_SQL09    
$          %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        %le        
           22.110000  2.839941e+00   2.864355e+00   2.700476e+00   2.853217e+00   2.722144e+00   2.715735e+00   2.720465e+00   2.674078e+00   2.802557e+00   2.739386e+00   2.839941e+00   2.739386e+00   2.708868e+00   2.861609e+00   2.697729e+00   2.861609e+00   2.708868e+00   2.802557e+00   2.781042e+00   2.759528e+00   2.822699e+00   2.722144e+00   2.853217e+00   2.700476e+00   
           22.910000  2.672023e+00   2.696437e+00   2.532558e+00   2.685298e+00   2.554225e+00   2.547816e+00   2.552547e+00   2.506160e+00   2.634639e+00   2.571468e+00   2.672023e+00   2.571468e+00   2.540950e+00   2.693691e+00   2.529811e+00   2.693691e+00   2.540950e+00   2.634639e+00   2.613124e+00   2.591609e+00   2.654781e+00   2.554225e+00   2.685298e+00   2.532558e+00   
           23.700000  2.535616e+00   2.560030e+00   2.396151e+00   2.548892e+00   2.417819e+00   2.411410e+00   2.416140e+00   2.369753e+00   2.498232e+00   2.435061e+00   2.535616e+00   2.435061e+00   2.404543e+00   2.557284e+00   2.393404e+00   2.557284e+00   2.404543e+00   2.498232e+00   2.476717e+00   2.455203e+00   2.518374e+00   2.417819e+00   2.548892e+00   2.396151e+00   
           24.500000  2.358840e+00   2.383254e+00   2.219375e+00   2.372115e+00   2.241042e+00   2.234633e+00   2.239364e+00   2.192977e+00   2.321456e+00   2.258284e+00   2.358840e+00   2.258284e+00   2.227767e+00   2.380507e+00   2.216628e+00   2.380507e+00   2.227767e+00   2.321456e+00   2.299941e+00   2.278426e+00   2.341597e+00   2.241042e+00   2.372115e+00   2.219375e+00   
           25.290000  2.069793e+00   2.094207e+00   1.930327e+00   2.083068e+00   1.951995e+00   1.945586e+00   1.950317e+00   1.903930e+00   2.032409e+00   1.969237e+00   2.069793e+00   1.969237e+00   1.938720e+00   2.091460e+00   1.927581e+00   2.091460e+00   1.938720e+00   2.032409e+00   2.010894e+00   1.989379e+00   2.052550e+00   1.951995e+00   2.083068e+00   1.930327e+00   
           26.090000  1.796163e+00   1.820577e+00   1.656697e+00   1.809438e+00   1.678365e+00   1.671956e+00   1.676686e+00   1.630300e+00   1.758779e+00   1.695607e+00   1.796163e+00   1.695607e+00   1.665090e+00   1.817830e+00   1.653951e+00   1.817830e+00   1.665090e+00   1.758779e+00   1.737264e+00   1.715749e+00   1.778920e+00   1.678365e+00   1.809438e+00   1.656697e+00   
           26.880000  1.674559e+00   1.698973e+00   1.535094e+00   1.687834e+00   1.556761e+00   1.550353e+00   1.555083e+00   1.508696e+00   1.637175e+00   1.574004e+00   1.674559e+00   1.574004e+00   1.543486e+00   1.696227e+00   1.532347e+00   1.696227e+00   1.543486e+00   1.637175e+00   1.615660e+00   1.594145e+00   1.657317e+00   1.556761e+00   1.687834e+00   1.535094e+00   
           27.670000  1.552956e+00   1.577370e+00   1.413490e+00   1.566231e+00   1.435158e+00   1.428749e+00   1.433479e+00   1.387093e+00   1.515572e+00   1.452400e+00   1.552956e+00   1.452400e+00   1.421883e+00   1.574623e+00   1.410744e+00   1.574623e+00   1.421883e+00   1.515572e+00   1.494057e+00   1.472542e+00   1.535713e+00   1.435158e+00   1.566231e+00   1.413490e+00   
           28.460000  1.431352e+00   1.455766e+00   1.291887e+00   1.444627e+00   1.313554e+00   1.307146e+00   1.311876e+00   1.265489e+00   1.393968e+00   1.330797e+00   1.431352e+00   1.330797e+00   1.300279e+00   1.453020e+00   1.289140e+00   1.453020e+00   1.300279e+00   1.393968e+00   1.372453e+00   1.350938e+00   1.414110e+00   1.313554e+00   1.444627e+00   1.291887e+00   
           29.250000  1.379016e+00   1.403430e+00   1.239551e+00   1.392292e+00   1.261219e+00   1.254810e+00   1.259540e+00   1.213153e+00   1.341632e+00   1.278461e+00   1.379016e+00   1.278461e+00   1.247943e+00   1.400684e+00   1.236804e+00   1.400684e+00   1.247943e+00   1.341632e+00   1.320117e+00   1.298603e+00   1.361774e+00   1.261219e+00   1.392292e+00   1.239551e+00   
